transaction-type,transaction-date,default-currency,transaction-value,transaction_ref,transaction_value_currency,transaction_value_value-date,transaction_provider-org,transaction_provider-org_ref,transaction_provider-org_provider-activity-id,transaction_receiver-org,transaction_receiver-org_ref,transaction_receiver-org_receiver-activity-id,transaction_description,transaction_flow-type_code,transaction_finance-type_code,transaction_aid-type_code,transaction_tied-status_code,transaction_disbursement-channel_code,transaction_recipient-country-code,transaction_recipient-country,transaction_recipient-region-code,transaction_recipient-region,transaction_sector-code,transaction_sector,transaction_sector-vocabulary,transaction_sector-vocabulary-code,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code
3,2018-10-18,GBP,98012,8139078,GBP,2018-10-18,UK - Department for International Development (DFID),GB-GOV-1,,ActionAid International,NL-KVK-27264198,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2018-10-31,GBP,483901,8152266,GBP,2018-10-31,UK - Department for International Development (DFID),GB-GOV-1,,ActionAid International,NL-KVK-27264198,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2019-02-21,GBP,574944,8318579,GBP,2019-02-21,UK - Department for International Development (DFID),GB-GOV-1,,ActionAid International,NL-KVK-27264198,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2019-05-08,GBP,193979,8443945,GBP,2019-05-08,UK - Department for International Development (DFID),GB-GOV-1,,ActionAid International,NL-KVK-27264198,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2019-07-29,GBP,314044,8547947,GBP,2019-07-29,UK - Department for International Development (DFID),GB-GOV-1,,ActionAid International,NL-KVK-27264198,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2019-10-25,GBP,732571,8682219,GBP,2019-10-25,UK - Department for International Development (DFID),GB-GOV-1,,ActionAid International,NL-KVK-27264198,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
4,2019-01-01,GBP,69,,GBP,2019-01-01,UK - Department for International Development (DFID),GB-GOV-1,,,,,Aggregated spend of less than £500 - Financial Year 2018 Quarter 4,,,,,,,,,,,,,,GB-1-205206-108,2,2020-02-24 00:00:00,en,Department for International Development,GB-GOV-1,Government,10," Monitoring, Evaluation, Research and Learning (MERL) - Resilience and Emergency Response  ","This activity ( Monitoring, Evaluation, Research and Learning (MERL) - Resilience and Emergency Response) is a component of Building Resilience and an Effective Emergency Refugee Response (BRAER) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £2,479,207. This component benefits Uganda, and works in the following sector(s): Facilitation of orderly, safe, regular and responsible migration and mobility. The start date is 22-06-2018 and the end date is 31-05-2023.",2,2018-06-22,2023-05-31,2018-06-22,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15190,,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
4,2019-02-14,GBP,2288,8313094,GBP,2019-02-14,UK - Department for International Development (DFID),GB-GOV-1,,SPEKE HOTEL 1996 LTD. T/A SPEKE APARTMENTS,,,Staff Business Travel and Subsistence,,,,,,,,,,,,,,GB-1-205206-108,2,2020-02-24 00:00:00,en,Department for International Development,GB-GOV-1,Government,10," Monitoring, Evaluation, Research and Learning (MERL) - Resilience and Emergency Response  ","This activity ( Monitoring, Evaluation, Research and Learning (MERL) - Resilience and Emergency Response) is a component of Building Resilience and an Effective Emergency Refugee Response (BRAER) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £2,479,207. This component benefits Uganda, and works in the following sector(s): Facilitation of orderly, safe, regular and responsible migration and mobility. The start date is 22-06-2018 and the end date is 31-05-2023.",2,2018-06-22,2023-05-31,2018-06-22,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15190,,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
4,2019-07-01,GBP,21,,GBP,2019-07-01,UK - Department for International Development (DFID),GB-GOV-1,,,,,Aggregated spend of less than £500 - Financial Year 2019 Quarter 2,,,,,,,,,,,,,,GB-1-205206-108,2,2020-02-24 00:00:00,en,Department for International Development,GB-GOV-1,Government,10," Monitoring, Evaluation, Research and Learning (MERL) - Resilience and Emergency Response  ","This activity ( Monitoring, Evaluation, Research and Learning (MERL) - Resilience and Emergency Response) is a component of Building Resilience and an Effective Emergency Refugee Response (BRAER) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £2,479,207. This component benefits Uganda, and works in the following sector(s): Facilitation of orderly, safe, regular and responsible migration and mobility. The start date is 22-06-2018 and the end date is 31-05-2023.",2,2018-06-22,2023-05-31,2018-06-22,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15190,,,OECD Development Assistance Committee,DAC,1,110,10,C01,5
2,2017-12-07,GBP,3000000,REFCO1,GBP,2017-12-07,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204633-103,United Nations Population Fund (UNFPA),41119,,"This is an outgoing commitment to United Nations Population Fund (UNFPA) of £3,000,000.00",,,,,,,,,,,,,,GB-1-204633-103,2,2017-12-07 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support through UNFPA to policy formulation and advocacy to improve family planning uptake,"This activity (Support through UNFPA to policy formulation and advocacy to improve family planning uptake) is a component of Reducing high fertility rates and Improving SExual reproductive health outcomes in Uganda (RISE) reported by DFID, with a funding type of 'Multilateral organisation' and a budget of £3,001,128. This component benefits Uganda, and works in the following sector(s): Reproductive health care, Basic health care, Family planning. , with the following implementing partners: United Nations Population Fund (UNFPA). The start date is 01-02-2017 and the end date is 31-12-2021.",2,2017-02-01,2021-12-31,2017-02-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,United Nations Population Fund (UNFPA),41119,Multilateral,40,UG,Uganda,,,,,13030;12220;13020,Family planning;Basic health care;Reproductive health care,80;10;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
